Последовательный,300,3.063117027282715
Последовательный,300,2.029254913330078
Последовательный,300,3.225600242614746
Параллельный,300,2.8110270500183105
Параллельный,300,3.507417678833008
Последовательный,300,2.927229642868042
Последовательный,50,1.5789401531219482
Последовательный,50,1.596172571182251
Последовательный,50,1.6556594371795654
Последовательный,50,1.5973124504089355
Последовательный,50,3.1613855361938477
Последовательный,50,3.1304237842559814
Последовательный,50,1.5781712532043457
Последовательный,50,0.8317117691040039
Параллельный,50,1.5919606685638428
Параллельный,50,1.6122593879699707
Параллельный,50,1.7230603694915771
Параллельный,50,1.6356639862060547
Параллельный,50,1.7078447341918945
Параллельный,50,1.6069648265838623
Параллельный,50,1.5774118900299072
Параллельный,50,1.455369472503662
